home_zone_id,alt_dest,prob,pick_count
4693,7700,1.0,1
4757,4857,1.0,1
4896,7039,1.0,1
4966,4380,1.0,1
4997,4997,1.0,1
5026,3447,1.0,1
5057,2540,0.5,1
5057,6312,0.5,1
5141,3031,0.25,1
5141,5359,0.25,1
5141,5946,0.25,1
5141,6529,0.25,1
5168,3508,1.0,1
5315,5345,0.3333333333333333,1
5315,6243,0.3333333333333333,1
5315,7499,0.3333333333333333,1
5320,5659,1.0,1
5323,5359,1.0,1
5340,3447,1.0,1
5369,2341,0.3333333333333333,1
5369,7390,0.3333333333333333,1
5369,7743,0.3333333333333333,1
5381,5340,0.5,1
5381,5427,0.5,1
5397,190,1.0,1
5408,6167,1.0,1
5431,5300,1.0,1
5437,5254,0.5,1
5437,5427,0.5,1
5462,5003,1.0,1
5466,5345,1.0,1
5477,224,0.3333333333333333,1
5477,5300,0.3333333333333333,1
5477,5808,0.3333333333333333,1
5571,7581,1.0,1
5596,2353,1.0,1
5644,5300,1.0,2
5658,5345,1.0,1
5674,5327,1.0,1
5726,164,0.25,1
5726,5987,0.25,1
5726,6185,0.25,1
5726,7478,0.25,1
5745,7289,1.0,1
5754,5300,0.3333333333333333,1
5754,6230,0.3333333333333333,1
5754,7585,0.3333333333333333,1
5771,7480,1.0,1
5802,5779,1.0,1
5862,5779,1.0,1
5925,254,0.5,1
5925,5779,0.5,1
5935,2603,0.5,1
5935,6223,0.5,1
5958,6185,0.3333333333333333,1
5958,7572,0.3333333333333333,1
5958,7665,0.3333333333333333,1
5963,5779,0.5,1
5963,5960,0.5,1
6026,7702,1.0,1
6053,7357,1.0,1
6101,4075,1.0,1
6128,6243,0.5,1
6128,7496,0.5,1
6133,4570,1.0,1
6176,4415,0.5,1
6176,5335,0.5,1
6211,7479,1.0,1
6229,5335,1.0,1
6399,3818,1.0,1
6734,1169,1.0,1
6772,188,1.0,1
6801,5335,1.0,1
6855,146,1.0,1
6919,5340,1.0,1
7010,1468,1.0,1
7039,7582,1.0,1
7057,6136,1.0,1
7084,5345,1.0,1
7096,5335,1.0,1
7112,6054,1.0,1
7114,6506,1.0,1
7151,3393,1.0,1
7226,3990,1.0,1
7238,627,1.0,1
7244,2540,1.0,1
7260,156,1.0,1
7340,3915,1.0,1
7346,4555,1.0,1
7354,4257,1.0,1
7365,4135,1.0,1
7412,2326,1.0,1
7427,156,1.0,1
7481,5327,1.0,1
7538,3915,1.0,1
7539,7548,1.0,1
7543,146,1.0,1
7547,7540,1.0,1
7550,2859,1.0,1
7562,2540,1.0,1
7572,1483,1.0,1
7578,190,1.0,1
7584,581,1.0,1
7607,2333,1.0,1
7685,6379,1.0,1
7693,190,1.0,1
7768,6506,1.0,1
7783,190,1.0,1
